time,target,state,error,control,controller
6.32,1.0,0.655915835390997,0.34408416460900304,0.637198871076474,cascade_pid
6.34,1.0,0.6568007366295164,0.34319926337048356,0.6345693137778722,cascade_pid
6.36,1.0,0.6577381189026746,0.34226188109732536,0.6379897766244762,cascade_pid
6.38,1.0,0.658622891358192,0.34137710864180804,0.6362029297882726,cascade_pid
6.4,1.0,0.659545998448661,0.340454001551339,0.6389159567458255,cascade_pid
6.42,1.0,0.6604292822330936,0.3395707177669064,0.6377555878254251,cascade_pid
6.4399999999999995,1.0,0.6613403955854626,0.33865960441453735,0.6399420216282359,cascade_pid
6.46,1.0,0.662221211837086,0.33777878816291396,0.6392471686080871,cascade_pid
6.48,1.0,0.6631220581872215,0.3368779418127785,0.641041408160151,cascade_pid
6.5,1.0,0.6639997061014535,0.33600029389854646,0.6406922480801022,cascade_pid
6.52,1.0,0.6648915948443478,0.3351084051556522,0.6421941726360189,cascade_pid
6.54,1.0,0.6657655762247633,0.3342344237752367,0.6421015043806858,cascade_pid
6.5600000000000005,1.0,0.6666495025989334,0.3333504974010666,0.6433853373107943,cascade_pid
6.58,1.0,0.6675194666327354,0.3324805333672646,0.6434827540291419,cascade_pid
6.6,1.0,0.04229575152732567,1.0,2.1147875763662833,fractional_pid
6.619999999999999,1.0,0.08153239847489561,0.9577042484726743,1.9998985237530904,fractional_pid
6.64,1.0,0.11807586089618205,0.9184676015251044,1.9005522796917276,fractional_pid
6.659999999999999,1.0,0.15218297269056433,0.881924139103818,1.8116238645256777,fractional_pid
6.68,1.0,0.18406283287605835,0.8478170273094356,1.7309576846962094,fractional_pid
6.699999999999999,1.0,0.21389505174015175,0.8159371671239417,1.6572674927931221,fractional_pid
6.72,1.0,0.2418379862066545,0.7861049482598482,1.5896522698912738,fractional_pid
6.739999999999999,1.0,0.2680333523097335,0.7581620137933455,1.5274224927399394,fractional_pid
6.76,1.0,0.29260917979172,0.7319666476902664,1.4700213911780855,fractional_pid
6.779999999999999,1.0,0.3156818841054978,0.7073908202082799,1.416983477501436,fractional_pid
6.8,1.0,0.3373578152199514,0.6843181158945022,1.3679102514176271,fractional_pid
6.819999999999999,1.0,0.3577344701616616,0.6626421847800485,1.3224547807834661,fractional_pid
6.84,1.0,0.37690147539274577,0.6422655298383384,1.280311284699705,fractional_pid
6.859999999999999,1.0,0.39494140354934754,0.6230985246072542,1.24120773568356,fractional_pid
6.88,1.0,0.4119304660513794,0.6050585964506525,1.2049003882960065,fractional_pid
6.8999999999999995,1.0,0.4279391095688474,0.5880695339486206,1.1711695953196422,fractional_pid
6.92,1.0,0.4430325359741296,0.5720608904311526,1.1398165188760747,fractional_pid
6.9399999999999995,1.0,0.4572711600232934,0.5569674640258704,1.110660484834904,fractional_pid
6.96,1.0,0.47071101540788646,0.5427288399767066,1.0835368132506171,fractional_pid
6.9799999999999995,1.0,0.48340411733194794,0.5292889845921136,1.0582950100701722,fractional_pid
7.0,1.0,0.4953987880028923,0.5165958826680521,1.0347972391459712,fractional_pid
7.02,1.0,0.5067399501387007,0.5046012119971077,1.01291701599302,fractional_pid
